v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,Mum ask Ì_ to buy food home...,,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,
ham,How much you got for cleaning,,,
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,,,
ham,How come guoyang go n tell her? Then u told her?,,,
ham,Ok try to do week end course in coimbatore.,,,
ham,Anything lar then Ì_ not going home 4 dinner?,,,
ham,Wat time Ì_ finish?,,,
ham,"Just wondering, the others just took off",,,
spam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,,,
ham,I have to take exam with in march 3,,,
ham,IM LATE TELLMISS IM ON MY WAY,,,
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,,,
ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",,,
ham,Why she wants to talk to me,,,
ham,Friends that u can stay on fb chat with,,,
ham,Didn't you get hep b immunisation in nigeria.,,,
ham,No messages on her phone. I'm holding it now,,,
ham,I have lost 10 kilos as of today!,,,
ham,Thank you. do you generally date the brothas?,,,
ham,Yup ok...,,,
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,,,
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,,,
ham,Well done and ! luv ya all ,,,
ham,He dint tell anything. He is angry on me that why you told to abi.,,,
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,,,
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on,,,
ham,Well. Im computerless. Time to make some oreo truffles,,,
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row",,,
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,,,
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,,,
ham,"I noe la... U wana pei bf oso rite... K lor, other days den...",,,
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,,,
ham,I will reach ur home in  &lt;#&gt;  minutes,,,
ham,I AM AT THE GAS STATION. GO THERE.,,,
ham,Hope you are having a great day.,,,
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,,,
ham,How are you doing. How's the queen. Are you going for the royal wedding,,,
ham,Can you say what happen,,,
ham,"That's very rude, you on campus?",,,
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",,,
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,,,
ham,S:-)if we have one good partnership going we will take lead:),,,
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,,,
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,,,
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",,,
ham,Go chase after her and run her over while she's crossing the street,,,
ham,Smith waste da.i wanna gayle.,,,
ham,Ok,,,
ham,Yes fine ,,,
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,,,
ham,Anything...,,,
ham,I'm in town now so i'll jus take mrt down later.,,,
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,,,
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,,,
ham,"Aight, text me tonight and we'll see what's up",,,
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",,,
ham,Ok...,,,
ham,Now got tv 2 watch meh? U no work today?,,,
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,,,
ham,What should i eat fo lunch senor,,,
ham,Ho ho - big belly laugh! See ya tomo,,,
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,,,
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,,,
ham,Yeah jay's sort of a fucking retard,,,
ham,Annoying isn't it.,,,
ham,Ok ill tell the company,,,
ham,"Aight no rush, I'll ask jay",,,
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,,,
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,,,
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",,,
ham,Ok how you dear. Did you call chechi,,,
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",,,
ham,I know a few people I can hit up and fuck to the yes,,,
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,,,
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,"Its ok chikku, and its my 1 of favourite song..:-)",,,
spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,,,
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,,,
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,,,
ham,Surely result will offer:),,,
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,,,
ham,Match started.india  &lt;#&gt;  for 2,,,
ham,Dont talk to him ever ok its my word.,,,
ham,Will be office around 4 pm. Now i am going hospital.,,,
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,,,
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,,,
ham,"Ok omw now, you at castor?",,,
ham,Hi..i got the money da:),,,
ham,How long does applebees fucking take,,,
ham,Dear how is chechi. Did you talk to her,,,
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,,,
ham,If you ask her or she say any please message.,,,
ham,"* Was really good to see you the other day dudette, been missing you!",,,
ham,"Y cant u try new invention to fly..i'm not joking.,",,,
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",,,
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,,,
ham,Hey tmr meet at bugis 930 ?,,,
ham,Really dun bluff me leh... U sleep early too. Nite...,,,
ham,I absolutely LOVE South Park! I only recently started watching the office.,,,
ham,Do you like Italian food?,,,
ham,Ok. Me watching tv too.,,,
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",,,
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",,,
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,,,
ham,Hi Harish's rent has been transfred to ur Acnt.,,,
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,,,
ham,Can you talk with me..,,,
ham,Water logging in desert. Geoenvironmental implications.,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,,,
ham,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",,,
ham,Another month. I need chocolate weed and alcohol.,,,
ham,4 oclock at mine. Just to bash out a flat plan.,,,
ham,So when you gonna get rimac access ,,,
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
ham,Two fundamentals of cool life: \Walk," like you are the KING\""...! OR \""Walk like you Dont care","whoever is the KING\""!... Gud nyt""",
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",,,
ham,Pls send me your address sir.,,,
ham,This is my number by vivek..,,,
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,,,
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",,,
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",,,
ham,Pls dont forget to study,,,
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",,,
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",,,
ham,Hi happy birthday. Hi hi hi hi hi hi hi,,,
ham,Here got lots of hair dresser fr china.,,,
ham,You sure your neighbors didnt pick it up,,,
ham,At 7 we will go ok na.,,,
ham,"Omw back to tampa from west palm, you hear what happened?",,,
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,,,
ham,Am i that much bad to avoid like this?,,,
ham,Good Morning plz call me sir,,,
ham,In da car park ,,,
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",,,
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,,,
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",,,
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,,,
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,,,
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",,,
ham,Did u fix the teeth?if not do it asap.ok take care.,,,
ham,India have to take lead:),,,
ham,That day you asked about anand number. Why:-),,,
ham,K.k:)apo k.good movie.,,,
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,,,
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,,,
ham,All will come alive.better correct any good looking figure there itself..,,,
ham,Pls speak with me. I wont ask anything other then you friendship.,,,
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",,,
ham,Hey check it da. I have listed da.,,,
ham,K I'll be there before 4.,,,
ham,Minimum walk is 3miles a day.,,,
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)"""
ham,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),,,
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,,,
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,,,
